address,CMANAME,CSDNAME,Facility name,URL,Facility Type,Facility Sub-Type,Exposure,Ownership Type,Civic #,Street name,Unit/block,City name,Province,Postal Code,Longitude (X),Latitude (Y),Facility Comments/Notes,Address Comments/Notes,lat,lon
"5670 East Blvd, Vancouver, BC V6M 3V2",,,Kerrisdale Cyclone Taylor Arena,https://vancouver.ca/parks-recreation-culture/kerrisdale-cyclone-taylor-arena.aspx,Physical Recreation & Sports,Playgrounds ,Indoor,Public,5670,East Boulevard,,Vancouver,BC,V6M 3V2,,,"ice rink from September to March, indoor playground from April to August",,49.2353056,-123.1539567
"5700 Langley Bypass, Langley City, BC V3A 8L7",,Langley (DM),Canlan Ice Sports,https://www.icesports.com/langleytwin/,Ice,2+ surfaces,Indoor,Private,5700,Langley Bypass,,Langley City,BC,V3A 8L7,,,,,49.106076,-122.6416954
"573 E Hastings St, Vancouver, BC V6A 1P9",,,Downtown Eastside Neighbourhood House,https://dtesnhouse.ca/,Leisure / Community Centres,General,Indoor,Public,573,E Hastings Street,,Vancouver,BC,V6A 1P9,,,,,49.281546,-123.0916505
"5757 Beresford St, Burnaby, BC V5J 1J9",,,Vancouver Madinah,https://www.vancouvermadinah.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2187231,-122.9795815
"578 Poirier St, Coquitlam, BC  V3J 6A8",,,Centennial Activity Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/centennial-activity-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,578,Poirier Street,,Coquitlam,BC,V3J 6A8,,,,,49.2526723,-122.8469517
"5800 Minoru Blvd, Richmond, BC V6X 2B1",,,Richmond Pro Badminton Centre,https://rprobadminton.wordpress.com/,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Private,,,,,,,,,,,49.1728823,-123.1389224
"5851 West Blvd, Vancouver, BC V6M 3W9",,,Kerrisdale Community Centre,https://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx,Leisure / Community Centres,General,Both,Public,5851,West Boulevard,,Vancouver,BC,V6M 3W9,,,"community centre with youth and seniors centre, playground, gym, fitness, pool",,49.2332521,-123.1564775
"5851 West Blvd, Vancouver, BC V6M 3W9",,,Kerrisdale Community Centre,https://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,5851,West Boulevard,,Vancouver,BC,V6M 3W9,,,"community centre with youth and seniors centre, playground, gym, fitness, pool",,49.2332521,-123.1564775
"5851 West Blvd, Vancouver, BC V6M 3W9",,,Kerrisdale Community Centre,https://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,5851,West Boulevard,,Vancouver,BC,V6M 3W9,,,"community centre with youth and seniors centre, playground, gym, fitness, pool",,49.2332521,-123.1564775
"5851 West Blvd, Vancouver, BC V6M 3W9",,,Kerrisdale Community Centre,https://vancouver.ca/parks-recreation-culture/kerrisdale-community-centre.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,5851,West Boulevard,,Vancouver,BC,V6M 3W9,,,"community centre with youth and seniors centre, playground, gym, fitness, pool",,49.2332521,-123.1564775
"5888 Fraser St, Vancouver, BC V5W 2Z5",,,South Hill Neighbourhood Centre,http://www.southvan.org/calendars/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.23136,-123.0904089
"5891 144 St, Surrey, BC V3X 1A6",,,The Tennis Centre,http://surrey.thetenniscentre.ca/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Public,5891,144 Street,,Surrey,BC,V3X 1A6,,,,,49.109772,-122.8236
"5891 144 St, Surrey, BC V3X 1A6",,,The Tennis Centre,http://surrey.thetenniscentre.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,,,49.109772,-122.8236
"5900 Minoru Blvd, Richmond, BC V6X 0L9",,,City Centre Community Centre,https://www.richmond.ca/parksrec/centres/city/cityctr.htm,Leisure / Community Centres,General,Indoor,Public,5900,Minoru Boulevard,105,Richmond,BC,V6X 0L9,,,"community centre, fitness",,49.1714223,-123.1397352
"5900 Minoru Blvd, Richmond, BC V6X 0L9",,,City Centre Community Centre,https://www.richmond.ca/parksrec/centres/city/cityctr.htm,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,5900,Minoru Boulevard,105,Richmond,BC,V6X 0L9,,,"community centre, fitness",,49.1714223,-123.1397352
"6000 Student Union Blvd, Vancouver, BC V6T 1Z1",,,UBC Student Recreation Centre,https://recreation.ubc.ca/,Ice,Single surface,Indoor,Private,6000,Student Union Boulevard,,Vancouver,BC,V6T 1Z1,,,ice rink/fitness/tennis,,49.2683872,-123.2489651
"6000 Student Union Blvd, Vancouver, BC V6T 1Z1",,,UBC Student Recreation Centre,https://recreation.ubc.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,6000,Student Union Boulevard,,Vancouver,BC,V6T 1Z1,,,ice rink/fitness/tennis,,49.2683872,-123.2489651
"6000 Student Union Blvd, Vancouver, BC V6T 1Z1",,,UBC Student Recreation Centre,https://recreation.ubc.ca/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Indoor,Private,6000,Student Union Boulevard,,Vancouver,BC,V6T 1Z1,,,ice rink/fitness/tennis,,49.2683872,-123.2489651
"601 Keefer St, Vancouver, BC V6A 3V8",,,Strathcona Community Centre,https://vancouver.ca/parks-recreation-culture/strathcona-community-centre.aspx,Leisure / Community Centres,General,Indoor,Public,601,Keefer Street,,Vancouver,BC,V6A 3V8,,,"community centre for all ages, fitness, outdoor playground",,49.2797798,-123.0915463
"601 Keefer St, Vancouver, BC V6A 3V8",,,Strathcona Community Centre,https://vancouver.ca/parks-recreation-culture/strathcona-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,601,Keefer Street,,Vancouver,BC,V6A 3V8,,,"community centre for all ages, fitness, outdoor playground",,49.2797798,-123.0915463
"6080 Student Union Blvd, Vancouver, BC V6T 1Z1",,,UBC Aquatic Centre,https://recreation.ubc.ca/aquatics/,Aquatics,25m pool with or without other pools,Indoor,Public,6080,Student Union Boulevard,,Vancouver,BC,V6T 1Z1,,,,,49.2677151,-123.2485172
"609 Helmcken St, Vancouver, BC V6B 5R1",,,Gathering Place Community Centre,https://vancouver.ca/parks-recreation-culture/gathering-place-community-centre.aspx#redirect,Leisure / Community Centres,General,Indoor,Public,609,Helmcken Street,,Vancouver,BC,V6B 5R1,,,"community centre serving vulnerable populations, fitness",,49.2780063,-123.1235633
"609 Helmcken St, Vancouver, BC V6B 5R1",,,Gathering Place Community Centre,https://vancouver.ca/parks-recreation-culture/gathering-place-community-centre.aspx#redirect,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,609,Helmcken Street,,Vancouver,BC,V6B 5R1,,,"community centre serving vulnerable populations, fitness",,49.2780063,-123.1235633
"6090 176 St, Surrey, BC V3S 4E7",,,Cloverdale Skating Club,https://www.cloverdaleskatingclub.com/,Ice,Single surface,Indoor,Public,6090,176 Street,,Surrey,BC,V3S 4E7,,,,,49.1132463,-122.7342012
"6111 River Rd, Richmond, BC V7C 0A2",,,Richmond Olympic Oval,https://richmondoval.ca/,Ice,2+ surfaces,Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",,49.1747431,-123.1515448
"6111 River Rd, Richmond, BC V7C 0A2",,,Richmond Olympic Oval,https://richmondoval.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",,49.1747431,-123.1515448
"6111 River Rd, Richmond, BC V7C 0A2",,,Richmond Olympic Oval,https://richmondoval.ca/,Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",,49.1747431,-123.1515448
"6111 River Rd, Richmond, BC V7C 0A2",,,Richmond Olympic Oval,https://richmondoval.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"2 rinks, gym, running track, fitness",,49.1747431,-123.1515448
"6111 River Rd, Richmond, BC V7C 0A2",,,Richmond Olympic Oval,https://richmondoval.ca/,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,,,49.1747431,-123.1515448
"6150 176 Street, Surrey, BC V3S 4E7",,Surrey,Cloverdale Curling Rink,https://www.cloverdalecurlingclub.ca/,Ice,Curling,Indoor,Public,6150,176 Street,,Surrey,BC,V3S 4E7,,,,,49.1142347,-122.7343301
"6159 Curtis St, Burnaby, BC V5B 4X7",,,Kensington Park Rink,https://arenaguide.ca/arena/kensington-park-rink-kensington-complex/,Ice,Single surface,Indoor,Public,6159,Curtis Street,,Burnaby ,BC,V5B 4X7,,,,,49.2758578,-122.9739257
"6160 Thunderbird Blvd, Vancouver, BC V6T 1W5",,,UBC Tennis Centre,https://sportfacilities.ubc.ca/tennis-centre/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Public,6160,Thunderbird Boulevard,,Vancouver,BC,V6T 1W5,,,,,49.2599145,-123.2443866
"6184 Ash St, Vancouver, BC V5Z 3G9",,,Peretz Centre for Secular Jewish Culture,https://peretz-centre.org/,Leisure / Community Centres,General,Indoor,Public,6184,Ash Street,,Vancouver,BC,V5Z 3G9,,,for Jewish culture,,49.2289108,-123.1175858
"6188 176 St, Surrey, BC V3S 4E7",,,Cloverdale Recreation Centre,https://www.surrey.ca/culture-recreation/8524.aspx,Leisure / Community Centres,General,Indoor,Public,6188,176 Street,,Surrey,BC,V3S 4E7,,,"community centre with programs for children, youth and seniors, gym, fitness, ice arena",,49.1152228,-122.7341399
"6188 176 St, Surrey, BC V3S 4E7",,,Cloverdale Recreation Centre,https://www.surrey.ca/culture-recreation/8524.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,6188,176 Street,,Surrey,BC,V3S 4E7,,,"community centre with programs for children, youth and seniors, gym, fitness, ice arena",,49.1152228,-122.7341399
"6188 176 St, Surrey, BC V3S 4E7",,,Cloverdale Recreation Centre,https://www.surrey.ca/culture-recreation/8524.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,6188,176 Street,,Surrey,BC,V3S 4E7,,,"community centre with programs for children, youth and seniors, gym, fitness, ice arena",,49.1152228,-122.7341399
"620 8th St, New Westminster, BC V3M 3S6",,,Century House,https://www.newwestcity.ca/parks-and-recreation/facilities/century-house,Leisure / Community Centres,Seniors,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,,,49.2117159,-122.9261096
"620 8th St, New Westminster, BC V3M 3S6",,,Century House,https://www.newwestcity.ca/parks-and-recreation/facilities/century-house,Leisure / Community Centres,Youth,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,,,49.2117159,-122.9261096
"620 8th St, New Westminster, BC V3M 3S6",,,New West Youth Centre,https://www.newwestyouth.ca/,Leisure / Community Centres,Youth,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,youth centre with fitness room,,49.2117159,-122.9261096
"620 8th St, New Westminster, BC V3M 3S6",,,New West Youth Centre,https://www.newwestyouth.ca/,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,620,8th Street,,New Westminster,BC,V3M 3S6,,,youth centre with fitness room,,49.2117159,-122.9261096
"6220 184 St, Surrey, BC V3S 8E6",,,Don Christian Recreation Centre,https://www.surrey.ca/culture-recreation/5035.aspx,Leisure / Community Centres,General,Indoor,Public,6220,184 Street,,Surrey,BC,V3S 8E6,,,"community centre with programs for children, youth and seniors, gym, fitness, ice arena",,49.115366,-122.712288
"625 Mountain Hwy, North Vancouver, BC V7J 2L5",,,Seylynn Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/seylynn-community-recreation-centre,Leisure / Community Centres,General,Indoor,Public,625,Mountain Highway Avenue,,North Vancouver,BC,V7J 2L5,,,minimal information on website - community centre with few fitness programs,,49.311854,-123.0328828
"625 Mountain Hwy, North Vancouver, BC V7J 2L5",,,Seylynn Community Recreation Centre,https://www.nvrc.ca/facilities-fields/locations-hours/community-recreation-centres/seylynn-community-recreation-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,625,Mountain Highway Avenue,,North Vancouver,BC,V7J 2L5,,,minimal information on website - community centre with few fitness programs,,49.311854,-123.0328828
"6260 Killarney St, Vancouver, BC V5S 2X7",,,Killarney Community Centre,https://vancouver.ca/parks-recreation-culture/killarney-community-centre.aspx,Leisure / Community Centres,General,Both,Public,6260,Killarney Street,,Vancouver,BC,V5S 2X7,,,"community centre with programs for children and seniors, gym, fitness, pool, ice rink, tennis, playground",,49.2274099,-123.0443906
"6260 Killarney St, Vancouver, BC V5S 2X7",,,Killarney Community Centre,https://vancouver.ca/parks-recreation-culture/killarney-community-centre.aspx,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,6260,Killarney Street,,Vancouver,BC,V5S 2X7,,,"community centre with programs for children and seniors, gym, fitness, pool, ice rink, tennis, playground",,49.2274099,-123.0443906
"6260 Killarney St, Vancouver, BC V5S 2X7",,,Killarney Community Centre,https://vancouver.ca/parks-recreation-culture/killarney-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,6260,Killarney Street,,Vancouver,BC,V5S 2X7,,,"community centre with programs for children and seniors, gym, fitness, pool, ice rink, tennis, playground",,49.2274099,-123.0443906
"6260 Killarney St, Vancouver, BC V5S 2X7",,,Killarney Community Centre,https://vancouver.ca/parks-recreation-culture/killarney-community-centre.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,6260,Killarney Street,,Vancouver,BC,V5S 2X7,,,"community centre with programs for children and seniors, gym, fitness, pool, ice rink, tennis, playground",,49.2274099,-123.0443906
"6260 Killarney St, Vancouver, BC V5S 2X7",,,Killarney Community Centre,https://vancouver.ca/parks-recreation-culture/killarney-community-centre.aspx,Ice,Single surface,Indoor,Public,6260,Killarney Street,,Vancouver,BC,V5S 2X7,,,"community centre with programs for children and seniors, gym, fitness, pool, ice rink, tennis, playground",,49.2274099,-123.0443906
"6262 Marine Dr, West Vancouver, BC V7W 2S5",,,Gleneagles Community Centre,https://westvancouver.ca/parks-recreation/community-centres/gleneagles-community-centre,Leisure / Community Centres,General,Indoor,Public,6262,Marine Drive,,West Vancouver,BC,V7W 2S5,,,"community centre, fitness, gym, skate park",,49.3640177,-123.2777929
"6262 Marine Dr, West Vancouver, BC V7W 2S5",,,Gleneagles Community Centre,https://westvancouver.ca/parks-recreation/community-centres/gleneagles-community-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,6262,Marine Drive,,West Vancouver,BC,V7W 2S5,,,"community centre, fitness, gym, skate park",,49.3640177,-123.2777929
"6262 Marine Dr, West Vancouver, BC V7W 2S5",,,Gleneagles Community Centre,https://westvancouver.ca/parks-recreation/community-centres/gleneagles-community-centre,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,6262,Marine Drive,,West Vancouver,BC,V7W 2S5,,,"community centre, fitness, gym, skate park",,49.3640177,-123.2777929
"630 Poirier St, Coquitlam, BC  V3J 6B1",,,Poirier Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/poirier-community-centre.aspx,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, fitness",,49.2546494,-122.8472666
"630 Poirier St, Coquitlam, BC  V3J 6B1",,,Poirier Community Centre,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/recreation-centres/poirier-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"community centre, fitness",,49.2546494,-122.8472666
"6306 152 St, Surrey, BC V3S 3K9",,,Sullivan's Community Hall,https://www.sullivanhall.ca/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.1172743,-122.8005288
"6308 Thunderbird Blvd, Vancouver, BC V6T 1Z4",,,Old Barn Community Centre,http://www.discoverwesbrook.com/posts/the-old-barn-community-centre#.XiIJSCiJJdg,Leisure / Community Centres,General,Indoor,Private,6308,Thunderbird Boulevard,,Vancouver,BC,V6T 1Z4,,,"minimal information on website - unsure of programs, on UBC campus",,49.2588431,-123.2482067
"6308 Thunderbird Blvd, Vancouver, BC V6T 1Z4",,,Old Barn Community Centre,http://www.discoverwesbrook.com/posts/the-old-barn-community-centre#.XiIJSCiJJdg,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Private,,,,,,,,,,,49.2588431,-123.2482067
"631 Lougheed Hwy, Coquitlam, BC V3K 3S5",,,West Coast Swim School,https://westcoastss.ca/,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,swim lessons at Ramada ,,49.2423599,-122.8845004
633 Poirier St V3J 6A9,,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,Aquatics,25m pool with or without other pools,Indoor,Public,,,,,,,,,"pools, fitness",,49.2547132,-122.8462243
633 Poirier St V3J 6A9,,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,,,,,,,,,"pools, fitness",,49.2547132,-122.8462243
633 Poirier St V3J 6A9,,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,Aquatics,Leisure / wading pools,Indoor,Public,,,,,,,,,"pools, fitness",,49.2547132,-122.8462243
633 Poirier St V3J 6A9,,,Chimo Aquatic and Fitness Centre,https://enacademic.com/dic.nsf/enwiki/10605488,Aquatics,Spray parks / splash pads,Indoor,Public,,,,,,,,,"pools, fitness",,49.2547132,-122.8462243
"633 Poirier St, Coquitlam, BC V3J 6A9",,Coquitlam,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,Ice,Single surface,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",,49.2547132,-122.8462243
"633 Poirier St, Coquitlam, BC V3J 6A9",,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",,49.2547132,-122.8462243
"633 Poirier St, Coquitlam, BC V3J 6A9",,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,Aquatics,Leisure / wading pools,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",,49.2547132,-122.8462243
"633 Poirier St, Coquitlam, BC V3J 6A9",,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",,49.2547132,-122.8462243
"633 Poirier St, Coquitlam, BC V3J 6A9",,,Poirier Sport & Leisure Complex,https://www.coquitlam.ca/parks-recreation-and-culture/sport-and-recreation/sports-facilities/indoors/poirier-sport-leisure-complex.aspx,Physical Recreation & Sports,Running tracks (track and field),Indoor,Public,633,Poirier Street,,Coquitlam,BC,V3J 6A9,,,"ice rink, 2 pools, fitness, indoor track",,49.2547132,-122.8462243
"6470 Victoria Dr, Vancouver, BC V5P 3X7",,,South Vancouver Neighbourhood House,http://www.southvan.org/,Leisure / Community Centres,General,Indoor,Public,6470,Victoria Drive,,Vancouver,BC,V5P 3X7,,,,,49.225528,-123.0653392
"65 E Sixth Ave, New Westminster, BC V3L 4G6",,,Canada Games Pool,https://www.newwestcity.ca/parks-and-recreation/facilities/canada-games-pool,Aquatics,25m pool with or without other pools,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,"website does not work - swimming complex with 4 pools, fitness gym",,49.2216039,-122.906977
"65 E Sixth Ave, New Westminster, BC V3L 4G6",,,Canada Games Pool,https://www.newwestcity.ca/parks-and-recreation/facilities/canada-games-pool,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,"website does not work - swimming complex with 4 pools, fitness gym",,49.2216039,-122.906977
"65 E Sixth Ave, New Westminster, BC V3L 4G6",,,Centennial Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/centennial-community-centre,Leisure / Community Centres,General,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,community centre with fitness,,49.2216039,-122.906977
"65 E Sixth Ave, New Westminster, BC V3L 4G6",,,Centennial Community Centre,https://www.newwestcity.ca/parks-and-recreation/facilities/centennial-community-centre,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,65,E Sixth Avenue ,,New Westminster,BC,V3L 4G6,,,community centre with fitness,,49.2216039,-122.906977
"6501 Sprott St, Burnaby, BC V5B 3B8",,Burnaby,Canlan Ice Sports/Scotia Barn,https://www.icesports.com/scotiabarn/,Ice,2+ surfaces,Indoor,Private,6501,Sprott Street,,Burnaby ,BC,V5B 3B8,,,hockey/figure skating/soccer,,49.2511125,-122.9694595
"6501 Sprott St, Burnaby, BC V5B 3B8",,,Canlan Ice Sports/Scotia Barn,https://www.icesports.com/scotiabarn/,Physical Recreation & Sports,Sport fields,Indoor,Private,6501,Sprott Street,,Burnaby ,BC,V5B 3B8,,,hockey/figure skating/soccer,,49.2511125,-122.9694595
"6533 Nelson Ave, Burnaby, BC V5H 0C2",,,Bonsor 55+ Seniors Centre,https://bonsor55.plussociety.org/website/,Leisure / Community Centres,Seniors,Indoor,Public,6533,Nelson Avenue,,Burnaby ,BC,V5H 0C2,,,,,49.2242723,-122.9947027
"6540 Thomas St, Burnaby, BC V5B 4P9",,,Scandinavian Community Centre,https://scancentre.org/contact-us/,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,,,49.2477754,-122.9679835
"6550 Bonsor Ave, Burnaby, BC V5H 3G4",,,Bonsor Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Bonsor-Recreation-Complex.html,Aquatics,25m pool with or without other pools,Indoor,Public,6550,Bonsor Avenue,,Burnaby ,BC,V5H 3G4,,,"pool, gym, fitness, racquet courts, ",,49.2242567,-122.9967536
"6550 Bonsor Ave, Burnaby, BC V5H 3G4",,,Bonsor Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Bonsor-Recreation-Complex.html,Aquatics,Leisure / wading pools,Indoor,Public,6550,Bonsor Avenue,,Burnaby ,BC,V5H 3G4,,,"pool, gym, fitness, racquet courts, ",,49.2242567,-122.9967536
"6550 Bonsor Ave, Burnaby, BC V5H 3G4",,,Bonsor Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Bonsor-Recreation-Complex.html,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,6550,Bonsor Avenue,,Burnaby ,BC,V5H 3G4,,,"pool, gym, fitness, racquet courts",,49.2242567,-122.9967536
"6550 Bonsor Ave, Burnaby, BC V5H 3G4",,,Bonsor Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Bonsor-Recreation-Complex.html,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,6550,Bonsor Avenue,,Burnaby ,BC,V5H 3G4,,,"pool, gym, fitness, racquet courts",,49.2242567,-122.9967536
"6550 Bonsor Ave, Burnaby, BC V5H 3G4",,,Bonsor Recreation Complex,https://www.burnaby.ca/Things-To-Do/Community-Centres/Bonsor-Recreation-Complex.html,Physical Recreation & Sports,"Racquet courts (squash, racquetball, badminton)",Indoor,Public,6550,Bonsor Avenue,,Burnaby ,BC,V5H 3G4,,,"pool, gym, fitness, racquet courts",,49.2242567,-122.9967536
"6748 Carncross Crescent, Delta, BC V4E 2L5",,,Sunshine Hills Tennis Club,https://www.sunshinehillstennisclub.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Private,6748,Carncross Crescenet,,Delta,BC,V4E 2L5,,,,,49.1247886,-122.9125698
"6810 Main St, Vancouver, BC V5X 0A1",,,Sunset Community Centre,https://vancouver.ca/parks-recreation-culture/sunset-community-centre.aspx,Leisure / Community Centres,General,Both,Public,6810,Main Street,,Vancouver,BC,V5X 0A1,,,"community centre, fitness, playground",,49.2228633,-123.1011745
"6810 Main St, Vancouver, BC V5X 0A1",,,Sunset Community Centre,https://vancouver.ca/parks-recreation-culture/sunset-community-centre.aspx,Physical Recreation & Sports,Fitness centres / areas ,Indoor,Public,6810,Main Street,,Vancouver,BC,V5X 0A1,,,"community centre, fitness, playground",,49.2228633,-123.1011745
"6820 Gilbert Rd, Richmond, BC V7C 3V4",,,Richmond Tennis Club,http://www.richmondtennisclub.com/,Physical Recreation & Sports,Tennis and/or pickleball courts ,Both,Both,6820,Gilbert Road,,Richmond,BC,V7C 3V4,,,,,49.164153,-123.147119
"695 21st St, West Vancouver, BC V7V 4A7",,,Seniors' Activity Centre,https://westvancouver.ca/parks-recreation/community-centres/seniors-activity-centre,Leisure / Community Centres,Seniors,Indoor,Public,695,21st Street,,West Vancouver,BC,V7V 4A7,,,,,49.3309479,-123.1688452
"700 Templeton Dr, Vancouver, BC V5L 4N8",,,Templeton Park Pool,https://vancouver.ca/parks-recreation-culture/templeton-pool.aspx,Aquatics,25m pool with or without other pools,Indoor,Public,700,Templeton Drive,,Vancouver,BC,V5L 4N8,,,,,49.2782966,-123.0599481
"701 8th Ave, New Westminster, BC V3M 2R2",,,Moody Park Arena,https://www.newwestcity.ca/parks-and-recreation/facilities/moody-park-arena,Ice,Single surface,Indoor,Public,701,8th Avenue,,New Westminster,BC,V3M 2R2,,,"dry floor April to June, ice skating July to March",,49.215566,-122.926201
"7120 136b St, Surrey, BC V3W 8G5",,,Newton Arena,https://www.surrey.ca/culture-recreation/5044.aspx,Ice,Single surface,Indoor,Public,7120,136b Street,,Surrey,BC,V3W 8G5,,,,,49.1322298,-122.8434643
"7140 Miller Rd, Richmond, BC V7B 1L4",,,Sea Island Community Centre,https://www.richmond.ca/parksrec/centres/seaislandcentre/seaisland.htm,Leisure / Community Centres,General,Indoor,Public,,,,,,,,,"community centre, gym, tennis, playground",,49.1917321,-123.1444707
"7140 Miller Rd, Richmond, BC V7B 1L4",,,Sea Island Community Centre,https://www.richmond.ca/parksrec/centres/seaislandcentre/seaisland.htm,Physical Recreation & Sports,Gymnasiums ,Indoor,Public,,,,,,,,,"community centre, gym, tennis, playground",,49.1917321,-123.1444707
"7187 Vantage Way, Delta, BC V4G 1K7",,Delta,Tilbury Ice,http://www.delta.ca/parks-recreation/sport-recreation/indoor-facilities/tilbury-ice,Ice,Single surface,Indoor,Public,7187,Vantage Way,,Delta,BC,V4G 1K7,,,,,49.1360009,-123.0256449
"719 W 59th Ave, Vancouver, BC V6P 6M7",,,Stan Stronge Pool,https://find.healthlinkbc.ca/ResourceView2.aspx?org=53965&agencynum=59023278,Aquatics,25m pool with or without other pools,Indoor,Public,719,W 59th Avenue,,Vancouver,BC,V6P 6M7,,,website is not functional - seems to be a therapy pool,,49.2176892,-123.121079
"7191 Granville Ave, Richmond, BC V6Y 1N9",,,Minoru Centre for Active Living,https://www.minorucentre.ca/,Leisure / Community Centres,Seniors,Indoor,Public,7191,Granville Avenue,,Richmond,BC,V6Y 1N9,,,"seniors community centre, fitness",,49.163231,-123.1450486
