idx,facility_name,suggested_name,Name_Correction,Name_Match,all_names,source_facility_type,odhf_facility_type,suggested_type,Type_Match,Type_Correction,all_types,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,MISSING,hosp_group,dupe_flag,address
417,ashley home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,32885,ashley way,V2S5W3,abbotsford,bc,32885 ashley way abbotsford bc v2s 5w3,Abbotsford,5909052,59,49.042617,-122.313256,2,94,FALSE,"32885, ashley way, abbotsford, bc, V2S5W3"
418,ashnola at the crossing,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3865,hwy 3,V0X1N1,keremeos,bc,3865 hwy 3 keremeos bc v0x 1n1,Okanagan-Similkameen G,5907053,59,49.220572,-119.953199,2,95,FALSE,"3865, hwy 3, keremeos, bc, V0X1N1"
419,aster house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,15625,aster rd,V4A1Y4,surrey,bc,15625 aster rd surrey bc v4a 1y4,Surrey,5915004,59,49.037309,-122.789768,2,96,FALSE,"15625, aster rd, surrey, bc, V4A1Y4"
420,augustine house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3820,arthur dr,V4K5E6,delta,bc,3820 arthur dr delta bc v4k 5e6,Delta,5915011,59,49.0730448,-123.0769909,2,97,FALSE,"3820, arthur dr, delta, bc, V4K5E6"
421,avecina medical clinic,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,100-5581,204 street,V3A1Z4,langley,bc,100-5581 204th street langley bc v3a 1z4,Langley,5915002,59,49.10429,-122.6567,2,98,FALSE,"100-5581, 204 street, langley, bc, V3A1Z4"
422,avenir memory care at nanaimo,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,4989,wills rd,V9T2K4,nanaimo,bc,4989 wills rd nanaimo bc v9t 2k4,Nanaimo,5921007,59,49.21429,-124.02451,2,99,FALSE,"4989, wills rd, nanaimo, bc, V9T2K4"
423,avonlea care centre ltd,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,1658,blondeaux crescent,V1Y4J7,kelowna,bc,1658 blondeaux crescent kelowna bc v1y 4j7,Kelowna,5935010,59,49.894147,-119.461716,2,100,FALSE,"1658, blondeaux crescent, kelowna, bc, V1Y4J7"
424,axis house castlegar,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,2528,columbia ave,V1N2X5,castlegar,bc,2528 columbia ave castlegar bc v1n 2x5,Castlegar,5903045,59,49.282833,-117.651421,2,101,FALSE,"2528, columbia ave, castlegar, bc, V1N2X5"
425,axis house williams lake,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,1700,renner rd,V2G3B3,williams lake,bc,1700 renner rd williams lake bc v2g 3b3,Williams Lake,5941009,59,52.1100783,-122.1000214,2,102,FALSE,"1700, renner rd, williams lake, bc, V2G3B3"
426,ayre manor,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,6764,ayre rd,V9Z1K1,sooke,bc,6764 ayre rd sooke bc v9z 1k1,Sooke,5917052,59,48.378338,-123.72716,2,103,FALSE,"6764, ayre rd, sooke, bc, V9Z1K1"
427,azure group home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,6531,azure rd,V7C2S1,richmond,bc,6531 azure rd richmond bc v7c 2s1,Richmond,5915015,59,49.163382,-123.1552752,2,104,FALSE,"6531, azure rd, richmond, bc, V7C2S1"
429,bakerview court,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,18919,62a ave,V3S8S4,surrey,bc,18919 62a ave surrey bc v3s 8s4,Surrey,5915004,59,49.11592,-122.698825,2,105,FALSE,"18919, 62a ave, surrey, bc, V3S8S4"
431,banfield pavilion - vancouver general hospital,,,,,long term care,Nursing and residential care facilities,,,,,Province of British Columbia,,2785,ash st,V5Z1M9,vancouver,bc,2785 ash st vancouver bc v5z 1m9,Vancouver,5915022,59,49.2611939,-123.1187682,1,106,FALSE,"2785, ash st, vancouver, bc, V5Z1M9"
432,bannister drive residence,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,8590,bannister dr,V2V5X4,mission,bc,8590 bannister dr mission bc v2v 5x4,Mission,5909056,59,49.1580908,-122.296432,2,107,FALSE,"8590, bannister dr, mission, bc, V2V5X4"
433,banyan house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,4134,rupert st,V5R2H4,vancouver,bc,4134 rupert st vancouver bc v5r 2h4,Vancouver,5915022,59,49.24762,-123.0333789,2,108,FALSE,"4134, rupert st, vancouver, bc, V5R2H4"
1570,sun pointe village in rutland,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,700,rutland rd n,V1X7W8,kelowna,bc,700 rutland rd n kelowna bc v1x 7w8,Kelowna,5935010,59,49.8962631,-119.3878245,2,109,FALSE,"700, rutland rd n, kelowna, bc, V1X7W8"
1629,the heights at mount view,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3814,carey rd,V8Z4C4,victoria,bc,3814 carey rd victoria bc v8z 4c4,Saanich,5917021,59,48.459499,-123.38131,2,110,FALSE,"3814, carey rd, victoria, bc, V8Z4C4"
1645,the village at smith creek,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,2425,orlin rd,V4T3C7,west kelowna,bc,2425 orlin rd west kelowna bc v4t 3c7,West Kelowna,5935029,59,49.842992,-119.627187,2,111,FALSE,"2425, orlin rd, west kelowna, bc, V4T3C7"
438,barberry lodge,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,1440,barberry dr,V3B1G3,port coquitlam,bc,1440 barberry dr port coquitlam bc v3b 1g3,Port Coquitlam,5915039,59,49.2648821,-122.75463,2,112,FALSE,"1440, barberry dr, port coquitlam, bc, V3B1G3"
439,barclay care home ltd.,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,1948,grant ave,V3B1P7,port coquitlam,bc,1948 grant ave port coquitlam bc v3b 1p7,Port Coquitlam,5915039,59,49.269879,-122.768542,2,113,FALSE,"1948, grant ave, port coquitlam, bc, V3B1P7"
440,barlynn house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,1240,barlynn crescent,V7J1P6,north vancouver,bc,1240 barlynn crescent north vancouver bc v7j 1p6,North Vancouver,5915046,59,49.3286133,-123.0398721,2,114,FALSE,"1240, barlynn crescent, north vancouver, bc, V7J1P6"
441,barriere house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,485,carlstrom rd,V0E1E0,barriere,bc,485 carlstrom rd barriere bc v0e 1e0,Barriere,5933074,59,51.1768649,-120.1290682,2,115,FALSE,"485, carlstrom rd, barriere, bc, V0E1E0"
443,bayshore home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,44419,bayshore ave,V2R0A5,chilliwack,bc,44419 bayshore ave chilliwack bc v2r 0a5,Chilliwack,5909020,59,49.1007302,-121.9947065,2,116,FALSE,"44419, bayshore ave, chilliwack, bc, V2R0A5"
446,bc women's hospital and health centre,,,,,,Hospitals,,,,,Province of British Columbia,,4500,oak street,V6H3N1,vancouver,bc,4500 oak street vancouver bc v6h 3n1,Vancouver,5915022,59,49.243637,-123.125393,2,117,FALSE,"4500, oak street, vancouver, bc, V6H3N1"
498,brentwood house,,,,,long term care,Nursing and residential care facilities,,,,,Province of British Columbia,,1167,stellys x rd,V8M1H4,brentwood bay,bc,1167 stellys x rd brentwood bay bc v8m 1h4,Central Saanich,5917015,59,48.5794252,-123.4509233,1,118,FALSE,"1167, stellys x rd, brentwood bay, bc, V8M1H4"
449,beacon hill villa,,,,,long term care,Nursing and residential care facilities,,,,,Province of British Columbia,,635,superior st,V8V1V1,victoria,bc,635 superior st victoria bc v8v 1v1,Victoria,5917034,59,48.4180655,-123.3670916,1,119,FALSE,"635, superior st, victoria, bc, V8V1V1"
450,beckley farm lodge,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,530,simcoe st,V8V4W4,victoria,bc,530 simcoe st victoria bc v8v 4w4,Victoria,5917034,59,48.415112,-123.37239,2,120,FALSE,"530, simcoe st, victoria, bc, V8V4W4"
451,beckman house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,12032,216 st,V2X5J3,maple ridge,bc,12032 216th st maple ridge bc v2x 5j3,Maple Ridge,5915075,59,49.2212835,-122.6220496,2,121,FALSE,"12032, 216 st, maple ridge, bc, V2X5J3"
452,bed & breakfast,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,910,easter rd,V8X2Z8,victoria,bc,910 easter rd victoria bc v8x 2z8,Saanich,5917021,59,48.460699,-123.36752,2,122,FALSE,"910, easter rd, victoria, bc, V8X2Z8"
453,bella bella medical clinic,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,88,waglisla street,V0T1Z0,bella bella,bc,88 waglisla street bella bella bc v0t 1z0,Bella Bella 1,5945801,59,52.161197,-128.143155,2,123,FALSE,"88, waglisla street, bella bella, bc, V0T1Z0"
455,bella coola medical clinic,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,1025,elcho street,V0T1C0,bella coola,bc,1025 elcho street bella coola bc v0t 1c0,Central Coast E,5945014,59,52.373495,-126.757077,2,124,FALSE,"1025, elcho street, bella coola, bc, V0T1C0"
456,belmont residence,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3975,202 st,V3A1R9,langley,bc,3975 202nd st langley bc v3a 1r9,Langley,5915001,59,49.0741414,-122.6645132,2,125,FALSE,"3975, 202 st, langley, bc, V3A1R9"
596,cherington place,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,13453,111a ave,V3R2C5,surrey,bc,13453 111a ave surrey bc v3r 2c5,Surrey,5915004,59,49.205653,-122.849334,2,126,FALSE,"13453, 111a ave, surrey, bc, V3R2C5"
459,berkley care centre,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,2444,burr pl,V7H3A5,north vancouver,bc,2444 burr pl north vancouver bc v7h 3a5,North Vancouver,5915046,59,49.312278,-123.006,2,127,FALSE,"2444, burr pl, north vancouver, bc, V7H3A5"
460,berman house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,1400,lakewood dr,V5L4M8,vancouver,bc,1400 lakewood dr vancouver bc v5l 4m8,Vancouver,5915022,59,49.271922,-123.062,2,128,FALSE,"1400, lakewood dr, vancouver, bc, V5L4M8"
461,berwick house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,4062,shelbourne st,V8N3E6,victoria,bc,4062 shelbourne st victoria bc v8n 3e6,Saanich,5917021,59,48.475333,-123.33305,2,129,FALSE,"4062, shelbourne st, victoria, bc, V8N3E6"
462,berwick on the lake,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3201,ross rd,V9T6L9,nanaimo,bc,3201 ross rd nanaimo bc v9t 6l9,Nanaimo,5921007,59,49.21002,-124.00388,2,130,FALSE,"3201, ross rd, nanaimo, bc, V9T6L9"
463,berwick on the park,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,60,whiteshield crescent s,V2E2S9,kamloops,bc,60 whiteshield crescent s kamloops bc v2e 2s9,Kamloops,5933042,59,50.6578036,-120.3369705,2,131,FALSE,"60, whiteshield crescent s, kamloops, bc, V2E2S9"
464,berwick royal oak,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,4680,elk lake dr,V8Z5M1,victoria,bc,4680 elk lake dr victoria bc v8z 5m1,Saanich,5917021,59,48.5035189,-123.3868419,2,132,FALSE,"4680, elk lake dr, victoria, bc, V8Z5M1"
465,bethayne house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,17412,58a ave,V3S1M8,surrey,bc,17412 58a ave surrey bc v3s 1m8,Surrey,5915004,59,49.108379,-122.740143,2,133,FALSE,"17412, 58a ave, surrey, bc, V3S1M8"
466,bethesda abbotsford home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,1895,jackson st,V2S2Z8,abbotsford,bc,1895 jackson st abbotsford bc v2s 2z8,Abbotsford,5909052,59,49.0363142,-122.3077081,2,134,FALSE,"1895, jackson st, abbotsford, bc, V2S2Z8"
467,bethesda chilcotin home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,32704,chilcotin dr,V2T5S5,abbotsford,bc,32704 chilcotin dr abbotsford bc v2t 5s5,Abbotsford,5909052,59,49.0710888,-122.3183114,2,135,FALSE,"32704, chilcotin dr, abbotsford, bc, V2T5S5"
468,bethesda clearbrook home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,32553,willingdon cres,V2T1S1,abbotsford,bc,32553 willingdon cres abbotsford bc v2t 1s1,Abbotsford,5909052,59,49.0477168,-122.3221005,2,136,FALSE,"32553, willingdon cres, abbotsford, bc, V2T1S1"
469,bethesda langley home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,20477,93a ave,V1M1B8,langley,bc,20477 93a ave langley bc v1m 1b8,Langley,5915001,59,49.1727066,-122.6550127,2,137,FALSE,"20477, 93a ave, langley, bc, V1M1B8"
470,bethesda matsqui home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,32768,bevan ave,V2S1T1,abbotsford,bc,32768 bevan ave abbotsford bc v2s 1t1,Abbotsford,5909052,59,49.0416172,-122.3166859,2,138,FALSE,"32768, bevan ave, abbotsford, bc, V2S1T1"
471,bethesda richmond home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,7540,acheson road,V6Y1M9,richmond,bc,7540 acheson road richmond bc v6y 1m9,Richmond,5915015,59,49.1598783,-123.1400007,2,139,FALSE,"7540, acheson road, richmond, bc, V6Y1M9"
472,bethesda south richmond home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,10984,springmont gate,V7E1Y4,richmond,bc,10984 springmont gate richmond bc v7e 1y4,Richmond,5915015,59,49.1340288,-123.1915231,2,140,FALSE,"10984, springmont gate, richmond, bc, V7E1Y4"
473,bethesda surrey home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,16321,108 ave,V3R6C5,surrey,bc,16321 108th ave surrey bc v3r 6c5,Surrey,5915004,59,49.1989643,-122.770158,2,141,FALSE,"16321, 108 ave, surrey, bc, V3R6C5"
474,bethesda west abbotsford home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,31126,kingfisher dr,V2T5K4,abbotsford,bc,31126 kingfisher dr abbotsford bc v2t 5k4,Surrey,5915004,59,49.199194,-122.770159,2,142,FALSE,"31126, kingfisher dr, abbotsford, bc, V2T5K4"
475,bethesda west clearbrook home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,2339,arbutus st,V2T2V8,abbotsford,bc,2339 arbutus st abbotsford bc v2t 2v8,Abbotsford,5909052,59,49.0446238,-122.339746,2,143,FALSE,"2339, arbutus st, abbotsford, bc, V2T2V8"
476,bethesda west richmond,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,10120,no 1 road,V7E1S2,richmond,bc,10120 no. 1 road richmond bc v7e 1s2,Richmond,5915015,59,49.1399135,-123.1809197,2,144,FALSE,"10120, no 1 road, richmond, bc, V7E1S2"
477,bevan village,,,,,long term care,Nursing and residential care facilities,,,,,Province of British Columbia,,33386,bevan ave,V2S5G6,abbotsford,bc,33386 bevan ave abbotsford bc v2s 5g6,Abbotsford,5909052,59,49.0413325,-122.2992395,1,145,FALSE,"33386, bevan ave, abbotsford, bc, V2S5G6"
478,beverly medical clinic,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,201-2763,beverly street,V9L6X2,duncan,bc,201-2763 beverly street duncan bc v9l 6x2,North Cowichan,5919008,59,48.785745,-123.708003,2,146,FALSE,"201-2763, beverly street, duncan, bc, V9L6X2"
479,beyond health and medical centre,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,101-19211,fraser highway,V3S7C9,surrey,bc,101-19211 fraser highway surrey bc v3s 7c9,Surrey,5915004,59,49.11913,-122.6903,2,147,FALSE,"101-19211, fraser highway, surrey, bc, V3S7C9"
480,birch lodge,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,7446,highway 6,V1B3H4,coldstream,bc,7446 highway 6 coldstream bc v1b 3h4,Coldstream,5937010,59,50.2203239,-119.1493654,2,148,FALSE,"7446, highway 6, coldstream, bc, V1B3H4"
481,birch station,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,5100,blundell rd,V7C1H4,richmond,bc,5100 blundell rd richmond bc v7c 1h4,Richmond,5915015,59,49.1553185,-123.1682267,2,149,FALSE,"5100, blundell rd, richmond, bc, V7C1H4"
482,birchview residences,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,7780,hart hwy,V2K3B3,prince george,bc,7780 hart hwy prince george bc v2k 3b3,Prince George,5953023,59,53.999924,-122.8011,2,150,FALSE,"7780, hart hwy, prince george, bc, V2K3B3"
483,birchwood house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,4002,maple crescent,V6J4B2,vancouver,bc,4002 maple crescent vancouver bc v6j 4b2,Vancouver,5915022,59,49.250434,-123.151,2,151,FALSE,"4002, maple crescent, vancouver, bc, V6J4B2"
484,birchwood place,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3183,kofoed dr,V8G3P8,thornhill,bc,3183 kofoed dr thornhill bc v8g 3p8,Kitimat-Stikine E,5949018,59,54.51652,-128.54583,2,152,FALSE,"3183, kofoed dr, thornhill, bc, V8G3P8"
485,bissette,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,625,bissette road,V2B6L3,kamloops,bc,625 bissette road kamloops bc v2b 6l3,Kamloops,5933042,59,50.7616555,-120.3440301,2,153,FALSE,"625, bissette road, kamloops, bc, V2B6L3"
486,blenheim lodge,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3263,blenheim st,V6L2X7,vancouver,bc,3263 blenheim st vancouver bc v6l 2x7,Vancouver,5915022,59,49.2572761,-123.1791189,2,154,FALSE,"3263, blenheim st, vancouver, bc, V6L2X7"
487,blenkinsop home,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3924,blenkinsop rd,V8P3P5,victoria,bc,3924 blenkinsop rd victoria bc v8p 3p5,Saanich,5917021,59,48.4659403,-123.3503798,2,155,FALSE,"3924, blenkinsop rd, victoria, bc, V8P3P5"
488,blueridge house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,2669,standish dr,V7H1M9,north vancouver,bc,2669 standish dr north vancouver bc v7h 1m9,North Vancouver,5915046,59,49.3249901,-123.000264,2,156,FALSE,"2669, standish dr, north vancouver, bc, V7H1M9"
489,borland medi-clinic,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,452,borland street,V2G1R7,williams lake,bc,452 borland street williams lake bc v2g 1r7,Williams Lake,5941009,59,52.130092,-122.139779,2,157,FALSE,"452, borland street, williams lake, bc, V2G1R7"
492,boundary park medical centre,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,115-6350,120 street,V3X3K1,surrey,bc,115-6350 120th street surrey bc v3x 3k1,Surrey,5915004,59,49.118235,-122.890172,2,158,FALSE,"115-6350, 120 street, surrey, bc, V3X3K1"
493,bowness residence,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,4909,bowness avenue,V8A3S6,powell river,bc,4909 bowness avenue powell river bc v8a 3s6,Powell River,5927008,59,49.8490901,-124.5073861,2,159,FALSE,"4909, bowness avenue, powell river, bc, V8A3S6"
495,bradner house,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,3098,bradner rd,V4X1K2,abbotsford,bc,3098 bradner rd abbotsford bc v4x 1k2,Abbotsford,5909052,59,49.0586,-122.425236,2,160,FALSE,"3098, bradner rd, abbotsford, bc, V4X1K2"
496,braemore lodge,,,,,,Nursing and residential care facilities,,,,,Province of British Columbia,,2402,s main st,V2A5H9,penticton,bc,2402 s main st penticton bc v2a 5h9,Penticton,5907041,59,49.4712603,-119.5812088,2,161,FALSE,"2402, s main st, penticton, bc, V2A5H9"
497,brandt's creek mews,,,,,long term care,Nursing and residential care facilities,,,,,Province of British Columbia,,2081,cross road,V1V2G2,kelowna,bc,2081 cross road kelowna bc v1v 2g2,Kelowna,5935010,59,49.9200841,-119.4354247,1,162,FALSE,"2081, cross road, kelowna, bc, V1V2G2"
499,brentwood medical clinic,,,,,,Ambulatory health care services,,,,,Province of British Columbia,,212-4567,lougheed highway,V5C3Z6,burnaby,bc,212-4567 lougheed highway burnaby bc v5c 3z6,Burnaby,5915025,59,49.26859,-123.0008,2,163,FALSE,"212-4567, lougheed highway, burnaby, bc, V5C3Z6"
